Username,Tanggal,Komentar,Aspek,Sentimen
@AllesandroKim,2025-11-07T05:54:13Z,"Semakin saya menua karena usia,, semakin cocok dgn iphone.😊",Umum,Netral
@Kudrihan,2025-11-07T05:52:49Z,"6:10 Untuk Urusan Perkabelan, Coba Deh Beli Kabel Merk i2c di Shopee, import dari china. Support Semua Protokol, Jadi cukup bawa 1 kabel, bisa hampir ke semua device supercharge. menarikkan ? Banget 🤭🤭🤭...
Pasangannya Cuktech 10 mini 2a1c + Kabel Sakti i2C,... Super!🔥",Harga,Netral
@ghivbrand,2025-11-07T05:51:04Z,Tetep aja artis dan pesohor pake nya iphone 17 pro max bang 🎉,Baterai,Netral
@sahidinaalii,2025-11-07T05:49:34Z,Review nubia z80 ultra dong,Umum,Netral
@Kudrihan,2025-11-07T05:47:27Z,iphone tetaplah iphone 😊,Umum,Netral
@SIAPA-e8b,2025-11-07T05:35:32Z,"Iphone 17 Promax dan 17 Pro bagus, namun sekarang jadi barang langka, saya cek sana sini stok habis. jadi kepikiran untuk pilih VIVO x Fold 5 atau S25 Ultra saja",Umum,Positif
@laudien2786,2025-11-07T05:35:02Z,"Ooowh gak jelek yaaa, tapi ya gitu gitu aja",Umum,Negatif
@Himmah-k2d4m,2025-10-21T07:30:46Z,1:39 logo apa tadi bang? 😂,Umum,Netral
@agungwijaya-yg3kk,2025-10-09T12:09:08Z,Wah 12gb ram~,Umum,Netral
@Xshoot24,2025-10-09T10:55:31Z,Kita tunggu juga pres liris nya PI phone,Umum,Netral
@noname-jb4rz,2025-10-07T02:30:51Z,Banyak para miFans dan kaum  bacot mental munafik iri dengki....sibuk menghujat ip 17 promax.,Umum,Netral
@ashrapnal,2025-10-06T16:51:47Z,Bang lo engga mau potong rambut apa biar keliatan rapih,Umum,Netral
@GhifariNaufall,2025-10-04T10:54:40Z,🙌🏻YesyesyesyesIP 17 PRO MAX🔥😍❤,Umum,Netral
@WhatIf-9092,2025-10-01T21:04:05Z,"kalo steve jobs liat iphone sekarang, udah dipecat tuh tim cook
apaan, tiap tahun cuman upgrade kamera, baterai, chip, ram, core gpu, core cpu, ukuran chip, screen. gitu2 aja

dulu tiap tahun, apple pasti ada inovasi baru nya
itu yang bikin orang pada nunggu
itu yang bikin apple itu apple

sayang banget
johny ive juga udah keluar dari apple lagi

no hope kalo nunggu inovasi dari apple
malah xiaomi 17, bangke bagus banget cok
ada screen di belakang nya

keliatan nya sih, ini semacam uji coba
untuk membuat smartphone dengan layar penuh depan dan belakang",Layar,Positif
@ViP-BigBangForeVeR7788,2025-09-29T12:37:30Z,Titanium Baru Premium 💪🏼👍 stay di ip 16 pro👍 design ip 17 pro tak cantik bagi aku😂,Desain,Netral
@aangwiguna4320,2025-09-29T05:43:12Z,Baru iPhone ini yg gak menggugah selera...😂,Umum,Netral
@DanielSusanto-pv9dg,2025-09-27T01:07:54Z,Kak review case zagg dong untuk 17 promax mulai dari yg clear ampe yg berwarna,Desain,Netral
@kulibangunan89,2025-09-25T12:25:34Z,Design paling sampah,Umum,Negatif
@buzoezarf,2025-09-25T08:36:47Z,"Asli yg oren noraknya dapet bngt, design rame dipadukan dgn warna gonjreng gokz beud.😅🤭 Looksnya kek hp mainan anjr, kalo yg deep blue bolehlah msh ada kesan ganteng & elegannya.",Performa,Netral
@wafidisini,2025-09-24T07:18:01Z,"Konsep Apple memang begitu, dulu iPhone X pake poni orang2 juga pada ketawa
Sampai2 Samsung bikin iklan untuk nyindir 😅",Umum,Negatif
@HengkiAva,2025-09-24T06:21:10Z,iphone kontol,Umum,Netral
@HengkiAva,2025-09-24T06:20:35Z,jujur sejak dulu ngak suka sama iphone . . alhamdulillah sakarang gua punya sasmung s25 ultra . .rencana aku mau nambah XIAOMI 17 PRO  mantapppppppppp,Umum,Positif
@MAKOLiiNA6431,2025-09-24T06:01:02Z,Relatif utk setiap penilaian..tp penilaian saya biasa aja dan gak ada yg wow dgn versi ini..,Umum,Netral
@reyhanarya3630,2025-09-24T05:48:48Z,Si suki ngokop iponge😂,Umum,Netral
@adamawlana,2025-09-24T04:49:26Z,Mau desain gembel sekalipun kalo dipake apple jadinya mewah🤣,Desain,Netral
@EngkanSujana,2025-09-24T04:29:20Z,"Setiap orang boleh pro atau kontra, tapi sebenarnya iPhone produk yang melegenda dan sangat dinanti user🎉",Umum,Netral
@ZalmaMahyzia-e7c,2025-09-24T02:25:36Z,"Nah kali ini desain iphone gak bakal di pake sama brand lain ,,😂",Desain,Netral
@Infeksi_Nalar,2025-09-24T01:48:56Z,Biasanya brand besar di contek brand dibawahnyah....eh ini malah iphone membuat replika hp poco 😂😂😂,Umum,Netral
@Zunairotul1,2025-09-24T01:48:11Z,Nunggu review bang indra baru mantap beli,Harga,Positif
@Talipancingy4u,2025-09-23T23:38:56Z,Hahaha hp badut,Umum,Netral
@pecintatogel39,2025-09-23T18:51:01Z,"Warnanya di ketawain david gadgetin
Wkwkwkwkwkk",Desain,Netral
@andygarcia4810,2025-09-23T16:47:56Z,Kalau mau liat review jujur mah jgn disini wkwkw sama dia mah gaakan ada kurangnya sedikitpun,Umum,Netral
@handeriOMG,2025-09-23T13:52:11Z,"Om buat review tes lidarnya untuk scan ruangan ya pakai app canvas, dari semua seri mana aja yang bisa di pakai untuk scan. Kepakai buat design interior untuk survey proyek jadi ga perlu ukur pakai meteran. Tinggal scan ukurnya nanti di laptop atau di rumah.
bela-belain punya iphone untuk fitur itu tapi yang pakai istri, jadi pas survey proyek tetap pakai meteran tradisional. 😭😭😭😭",Umum,Positif
@rizkyykzl7747,2025-09-23T12:18:50Z,Gila kameranya memang iphone wkwk,Kamera,Positif
@adisaputrasaputra7783,2025-09-23T10:18:47Z,Apa itu ram .. Ram kecil sdh cukup.. Itu hanya omong kosong... Nyatanya skrng pakai ram 12GB.😅,Umum,Netral
@eksekusi_senyap,2025-09-23T09:35:58Z,Hp paling norak sepanjang sejarah ya I phone,Umum,Netral
@SayaBahri,2025-09-23T07:17:01Z,"pdhl dlm hatiny mah ga sreg sm design ny itu,, wkk",Umum,Netral
@gardarash3453,2025-09-23T04:53:17Z,Jelek im sorry,Umum,Negatif
@samuelarnoldrindo2234,2025-09-23T04:36:19Z,"Kalo kata om kutang, ini mah udah penyefong handal 😂,",Umum,Netral
@masda2829,2025-09-23T03:39:01Z,Knp GK ke Malaysia bro?,Umum,Netral
@sugara2627,2025-09-23T02:44:07Z,Bang bahas rumor iphone 17 pro rawan baret dan bengkok,Umum,Netral
@HayRICHIE,2025-09-23T00:53:54Z,Mana nih iphone Air 🎉🎉🎉,Umum,Netral
@goby8687,2025-09-23T00:18:50Z,hotel2 auto rame nih tiap iphone rilis baru akwkwkwk,Umum,Netral
@Detective_Batman,2025-09-22T23:38:34Z,Cakep memang 17 pro ❤,Umum,Positif
@junaedi0333,2025-09-22T16:20:44Z,Ka tali jam nya beli dmn?,Harga,Netral
@sabbataizevi4031,2025-09-22T15:16:16Z,"si apple udah nggak think diferent lagi, terlihat jelas mereka cuma ingin membangun sentimen pada konsumen saja dan dengan inovasi apa adanya lalu melazimkan harga yang jelas2 bukan worth it lagi. Jijay sekali warna dan cara pikir mereka terhadap konsumen.
Mulai hari ini kukatakan jika anda beli iphone 17pro/max anda tak terlihat sebagai punya uang dan jadi seseorang TAPI anda yang sudah punya uang pun masih segampang itu terjajah.
bagiku nilai anda sama dengan kambing yang makan rumput itu, digembala dan diambil keuntungan nya.",Harga,Netral
@herastantiagustin4607,2025-09-22T15:03:37Z,Lol aja,Umum,Netral
@chandralksmana,2025-09-22T14:12:44Z,Ini org mah iphone ditempelin TAI ttep dipuji2 😂😂😂,Umum,Negatif
@kucingtidursiang,2025-09-22T14:02:38Z,"Air mana air haus nihhhh, uda 3 hari nungguin gan",Umum,Netral
@saptriwiguna9562,2025-09-22T13:25:58Z,Kek google pixep,Umum,Netral
@komarudin9717,2025-09-22T13:04:28Z,"Dari semua komen, saya tahu hp nya yang pada komen 🤣🤣🤣 
Kebanyakan yg komen hp Nya android",Umum,Negatif
@kenangan212,2025-09-22T11:57:11Z,Kabarnya desainnya terinspirasi dari casing cebanan android yg besebaran di shopee 😊,Desain,Negatif
@CakJune,2025-09-22T11:40:38Z,Mudah sekali untuk fanboy apple senang cukup hadiri warna baru dan design aneh udah seneng aja😅,Desain,Netral
@SamsungGalaxy-c8t,2025-09-22T11:14:17Z,"Mau tanya dong srius ini, itu real IP 17 pro kah? Atau IP 15 pro? Soalnya gua liat² itu kaya IP 15 pro yg casing kameranya di lebarin gitu aja sama flashlight nya di geser/pindah dikit biar bisa di bilang cikal bakal  jadi INOVISASI terdepan dan terkini dan terkemuka di masa depan sampai² si penyopong droid² nge klaim milik IP yg tercanggih terkece badai cetar membahana?",Kamera,Positif
@ridwankassel6372,2025-09-22T09:52:22Z,"🤣beneran ada.. pasang casing ijo ke hp oranye.. kayaknya ada video komedi/kartun sebelum keluar. beli yg oranye. cari casing, di keluarkan yg bening. yg beli bilang gak bang saya mau yg ijo saja...😁   kasih cover sampai dekat lensa, ada yg uji gesek/jatuh. kemudian pakai kamera macro kelihatan alumniumnya gupil dikit ( kecil)",Harga,Netral
@awanmegamendung8338,2025-09-22T09:48:19Z,"terlalu me.lebih2kan sesuatu yg biasa2 aja.
padahal selebihnya mah karena merek aja.
sesederhana ituh....",Umum,Netral
@majelisgurumunawar,2025-09-22T08:39:06Z,Desain nya jelek...lebih bagus 16 pro max,Desain,Positif
@bintinisa9530,2025-09-22T07:50:34Z,Flare kamera gmn,Kamera,Netral
@AndikaAaep,2025-09-22T06:06:29Z,ternyata casing unibody alm lebih lemah dibanding titanium tahun lalu ya lbh tangguh,Desain,Netral
@aamhamzah2979,2025-09-22T05:56:57Z,Warna nya prindapan banget dah😂,Desain,Netral
@kyludlukhdkh-eu7ih,2025-09-22T05:55:15Z,"Jujurlah pada dirimu, desainya emang lebay 😂",Desain,Netral
@alatalisca,2025-09-22T03:47:11Z,Tapi apple rugi gara gara ip 17😂😂😂,Umum,Netral
@notebookextra,2025-09-22T03:04:29Z,"mending pakai 3 boba yg biasa ajalah, sudah jadi identitas. 
seperti 4 kamera kompor listrik ala xiaomi, atau 3 boba lurus tanpa tatakan ala samsung. gak ada yg salah. kalau begini kan aneh. mau motret landscape malah rentan tertutup jari itu flash dan lidar sensornya.",Kamera,Negatif
@user-gp1tx8je8h,2025-09-22T01:43:50Z,Mending iphone 17 aja,Umum,Negatif
@butongsexy,2025-09-22T01:37:16Z,Titan nya ilang😅,Umum,Netral
@omennguyup,2025-09-22T00:37:48Z,kayak hp poco,Umum,Netral
@papaeggman1868,2025-09-22T00:32:22Z,"Desain Dan Warna Paling Kurang Banget Menurut Gua 😂, Paling Bener Kalo Desain ya Back To Basic Aja, Mana dibikin 2 Finishing Yg berbeda tapi jatohnya jadi Kurangggg, Series terbaru paling bener menurut gua I Phone Air Sih, Ya Meski Mirip2 Pixel, tetep aja ga seburuk desain Versi Pro Ini . .",Desain,Netral
@PutraMadangkara-v5h,2025-09-22T00:05:04Z,Itu hp google 😂😂,Umum,Netral
@umarulfaruq6162,2025-09-21T23:38:02Z,"Lebay lu bang, ga malu apa disetiap jaman gaya ngmongmu soal iphone tetep alay😅😂 berlebihan omongan lu",Umum,Netral
@diparangga9495,2025-09-21T22:41:05Z,Tunggu aja nanti rame cat pd ngelupas sm gampang baret soalnya pake almu😅 seri pro kualitas base model,Desain,Netral
@ikhlassajaikhlas,2025-09-21T22:16:53Z,"ongkos ke sana suda bisa beli HP lagi,,mantap",Harga,Positif
@hopedesignproduction,2025-09-21T21:08:28Z,User android nangis di pojokan,Umum,Negatif
@lopo33,2025-09-21T18:51:25Z,Kmbli ke selera aja...gua pribadi lbh trtrik ke vivo flagsip..,Performa,Netral
@andraadika5856,2025-09-21T18:03:36Z,"Izin tanya bang, Gua rencana mau beli ip 16 basic, Kira” waktu yg pas buat beli itu kapan ya bang ?
Kalo ip 17 udah masuk indo kira” harga ip 16 ada di range berapa ?",Harga,Netral
@walidnakbuyung,2025-09-21T17:49:34Z,"semenjak steve jobs gk ada iphong kehilangan arah cmn main geser2 kamera dan sekarang cosplay menjadi POCO 17 PRO MAX, rugi 1500T dlm sehari 😮😅",Kamera,Netral
@yuliuswei8590,2025-09-21T17:48:34Z,"iphone tidak menunjukan AI di iphone 17 Pro ditaun sekarang itu kekurangannya dibanding android , itu kekurangannya pada saat peluncuran tidak dibahas tentang AI , Apple banyak perubahan di body dan kamera saja",Kamera,Negatif
@masbro_tmk,2025-09-21T17:15:27Z,"Pada jemput iphone ke thailand, malaysia sama singapore... harusnya di indo jg bisa pelll... usermu banyakan dimari😢",Umum,Netral
@Semarmesem-k,2025-09-21T17:14:09Z,Ohh masih belum bisa dilipat...,Umum,Netral
@NikeishaNailah,2025-09-21T17:07:32Z,"17 hari kedepan fitur center stage si ip17 bakal muncul ke hape"" 👾ndroid entry &mid level😎💪🏻💪🏻 gampang itu maah 🗣🇰🇷🇨🇳",Umum,Netral
@vereljack,2025-09-21T16:50:20Z,"Iphone is iphone 😅 mau model nya kyk gmn pun mewah nya gabakal bisa di kalahin sama yg sebelah, bagi yg gasuka model nya beli aja dulu iphone 16 kek gtu 🤏",Harga,Positif
@suryaaghani,2025-09-21T15:53:59Z,Bang mana video iphone air elaahhhh?😊,Kamera,Netral
@bayunotosegoro4832,2025-09-21T15:42:08Z,Jelek banget design😂😂😂nya,Umum,Negatif
@RedmiTujugolan-t8k,2025-09-21T15:29:40Z,Kaya POCO M3 harga mahal doang fitur stug kalah sama android,Harga,Negatif
@gemilang_ch,2025-09-21T15:03:09Z,"salfok sama logo applenya gak centre ya bang, kayak aneh keluar dari lingkaran magnet magsafenya ya bang",Umum,Netral
@Muhisnaeni-sf3ee,2025-09-21T14:58:37Z,"Kamera depan-belakang bisa dipakai bareng👍
Klo 16pro bisa gitu gak yaaa?",Kamera,Netral
@DNABuahTropis,2025-09-21T14:51:45Z,"Harusnya 16 reborn😂
Banyak yg kecewa jadinya karna 17 nggak sesuai",Umum,Positif
@Radityaprasetio92,2025-09-21T14:29:26Z,Balik ke warna XR coral wkwkwk,Desain,Netral
@denihermawan6878,2025-09-21T14:26:42Z,"Terlalu penyepong upong smape lupa kalo dia aja rugi 1,6 T gara2 investor pada kabur 😂",Umum,Netral
@Brownclate,2025-09-21T14:20:33Z,"Dasar Indra fanboy penyepong IPONG

Gw benci lu bkn krn lu fanatik iphone, tp karna lu terlalu fanatik sm iphone dan menjelekan merk lain

Makan tuh iphone 17",Umum,Negatif
@alanbarie83,2025-09-21T14:19:50Z,"""Gak terlalu kayak base model"" Artinya emang kayak base model cuma gak terlalu aja😂😂😂😂 lawak",Desain,Netral
@bebekoren6512,2025-09-21T13:18:07Z,"bang, fitur pler di kamera iphone 17 series apakah sudah dihilangkan?",Kamera,Netral
@pramchanel91,2025-09-21T13:09:55Z,Mirip poco...😅,Umum,Netral
@agsbp1,2025-09-21T13:09:32Z,Tanpa inovasi….,Umum,Netral
@budiprasetyo7329,2025-09-21T13:08:08Z,Alhamdulilah akhir nya Iphone kolab dengan POCO..,Umum,Netral
@putuadhik,2025-09-21T13:03:37Z,Ini kalo upgrade dari 15pm 512gb signifikan gak ya upgradenya?,Umum,Netral
@lorenzo071082,2025-09-21T13:00:43Z,"gitu2 aja ga ada beda cuma jual gengsi, sama2 buatan china harga amerika, yg 18 nya sja sdh ketebak speknya akan spt apa.. Apple sekarang miskin inovasi.. mereka memuaskan investor dan tidak fokus lagi RnD untuk memuaskan konsumen..",Harga,Negatif
@Cellafamily,2025-09-21T12:56:58Z,poco 17 pro,Umum,Netral
@YanSuki-h7j,2025-09-21T12:53:53Z,Desainnya kayak hp 2 jutaan😅😅😅,Desain,Netral
@sambanugraha5355,2025-09-21T12:49:38Z,Itu IP 17 atau poco😂,Umum,Netral
@shemphakerrumbay,2025-09-21T12:39:50Z,"iPon 17 Pro Gak ada inovasinya blassss, masa kalah dengan inivasinya Xiaomi 17 Pro…. gokil… saatnya si cook masuk magiccook 😅",Umum,Netral
@redypajero,2025-09-21T12:24:21Z,"Bro is Apple affiliator and die-hard fanboy, he will never say a bad thing about an iPhone every year no matter how ugly it was.",Umum,Netral
@suryahadikusumah2461,2025-09-21T12:17:28Z,Halah cuma lebarin bagian belakang aja ga beda sama aja kamera nya tiga,Kamera,Netral
@teukutanzil6151,2025-09-21T12:05:28Z,Ipon poco m6,Umum,Netral
@must_hafidz,2025-09-21T11:54:38Z,Apa bagus nya iphone seri ini bang😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Umum,Positif
@sangdinosaurus6077,2025-09-21T11:47:31Z,Biasa aja kesannya sama poco 😅😅😅,Umum,Netral
@dwihandoyo3964,2025-09-21T11:41:23Z,Masih di pakein casing jgn dibanggain lah warna2 an😂😂😂,Desain,Netral
@robbyelbarrac3478,2025-09-21T11:40:47Z,"jangan pangil aku poco m6 pro 5g paman  sekaranga aku ipone 17 pro plus,,dan gaklama lagi  aku akan jadi xiomi 17 pro max🤣🤣🤣",Performa,Netral
@fidiatantra4115,2025-09-21T11:27:02Z,BANGGG! mungkin gak apple nanti akan  produksi ip17pro warna hitam? kecewa banget gak ada warna hitam,Desain,Positif
@fauzianton5598,2025-09-21T11:20:02Z,banyak duit,Umum,Netral
@zayn2658,2025-09-21T11:04:06Z,"Gw sedih sebenernya, negara sebesar dan sekaya ini, tidak ada satupun apple storenya..😂😂🤣🤣 sedih kan gw?? 😂😂🤣🤣",Umum,Netral
@samudradarma6981,2025-09-21T10:46:27Z,Apakah benar bg ip 17 gampang baret?,Umum,Netral
@BYDmobile,2025-09-21T10:15:58Z,"Kaum mendang mending sini kumpul 
Masih stay 11pro 512gb selama 5th ganti batrai udh 3x baru th ini mau upgread ke 17 512gb karena udh ada 120hz ya biar gk kelihatan patah"" 😁
Mau up ke 17pro tp jelek desainya menurutku ya",Layar,Negatif
@bolonebandar968,2025-09-21T10:03:41Z,Coba Vs huawei 80 pure ultra bang..,Umum,Netral
@rendhanrr07,2025-09-21T09:57:54Z,ditunggu review watch ultra 3 & airpods pro 3🎉,Umum,Netral
@hadTzy-29,2025-09-21T09:53:09Z,bagi para penyephong ip sih cakep... tapi untuk orang2 normal design itu sangatlah B aja,Umum,Positif
@PartTimeTraderz,2025-09-21T09:35:24Z,"Dari iPhone 11 sd 17 gitu2 aje nih apple..gw nyeberang dulu ke tetangga sebelah deh, sambil nunggu Apple buat iPhone Folding",Umum,Netral
@DivaSamudra-o8f,2025-09-21T09:33:41Z,iPhone 14 aja Blm kebeli😢,Harga,Netral
@Blegexspeed,2025-09-21T09:21:40Z,"Gua kira kamera blakangnya bisa digeser dan ada layarnya ternyata eggk ya ,karna pernah lihat divt tt bisa digeser",Layar,Netral
@ArdaHandikaPradana,2025-09-21T09:18:59Z,"Namanya juga apple fan boy, gimana pun desainnya meskipun penurunan bahan tetep aja dibilang oke, padahal kl menurut saya lebih kelihatan mewah yg 16 pro sih serius😂",Desain,Positif
@deamateur5299,2025-09-21T08:49:50Z,Bagus ??? 😅,Umum,Positif
@thejogriwal20,2025-09-21T08:20:32Z,"Jelek + overprice + ketinggalan teknologi tapi masih disukai penggemarnya ,, itu lah ,,, iphone",Umum,Positif
@arispriyanto8784,2025-09-21T08:04:34Z,Bang HP poco versi brpa bang?😂😂,Umum,Netral
@xomenx1059,2025-09-21T07:53:25Z,fanboy lagi menghibur diri,Performa,Netral
@hilmykurniawan5570,2025-09-21T07:50:16Z,"iphone setau gua simple elegant, inimah poco",Umum,Netral
@agoesmh,2025-09-21T07:49:02Z,Cuman beda casing sm iphone versi sblmnya😂,Umum,Netral
@singgihardiyanto6638,2025-09-21T07:19:24Z,Mirip produk oli orange bg warna I-Phone nya😂😂😂,Desain,Netral
@jumardinsawalrindo,2025-09-21T07:10:40Z,"Walaupun bukan user IPhone, tetap aja gw salut dan muji iphon berani keluar dari kesombongan yg sok pertahankan gengsi. Ngikut gapapa, yg penting buat kebaikan. Siapa tau dengan gini gw jadi mikir beli iPhone..
Sekali lagi selamat buat iPhone udah bawa perubahan.",Harga,Netral
@poeterapertamareal,2025-09-21T07:07:32Z,Iponk made in prindavan,Umum,Netral
@adhryandirma,2025-09-21T06:56:05Z,Test baret nya gmn bang😂,Umum,Netral
@SyahrezaEdu,2025-09-21T06:52:57Z,"Samsung akan tertawa melihat upgrade iphone 17, 😂  dual camera udah ada sejak lama , camera depan otomatis menjadi luas juga udah lama,  zoom juga gitu2 aja, , tapi inilah pasarnya,, 😅😅😅",Desain,Negatif
@jimmynapolion4201,2025-09-21T06:51:50Z,versi penyempurnaan kecil dari generasi sebelumnya dengan harga yang tetap selangit..,Harga,Negatif
@ronaldosaputra955,2025-09-21T06:40:47Z,Kureng 😂😂😂,Umum,Netral
@devi_kta,2025-09-21T06:06:47Z,POCO M3 😂,Umum,Netral
@dwioktanugroho,2025-09-21T05:56:08Z,harganya belum merakyat..,Harga,Netral
@rempoa0507,2025-09-21T05:53:18Z,iphone X poco,Umum,Netral
@khaimanjarizki4046,2025-09-21T05:51:06Z,"A highly cinematic and atmospheric urban fashion
portrait photograph, featuring a hansome young
Indonesia n man in his 20s, sitting casually yet
reflectively on a dark, wet wooden park bench on
a city sidewalk during a heavy downpour at night.
Rain is visibly falling in fine droplets, creating
small ripples in the puddles on the street and
making the bench's surface glisten.
The man is dressed in a slightly oversized
black plaid flannel shirt, revealing a plain white
crewneck t-shirt underneath. He is also wearing
stylishly ripped black skinny jeans, torn at the
knees, and a pair of converse classic black
high-top sneakers with white laces. The fabric
of his clothes appears slightly damp on the
shoulders and knees, adding to the realism of
the rainy scene. His neat black hair looks slightly
damp. His expression is calm yet melancholic, his
eyes looking directly into the camera with a deep,
thoughtful gaze, as if lost in thought.
The lighting is exceptionally dramatic and moody.
Distant orange-yellow streetlights create long,
vibrant reflections on the wet asphalt, forming
a stunning 'wet road reflection' effect. In the
background, the silhouettes of passing vehicles
are visible, their red taillights blurred into long
streaks from motion, all melting into a creamy,
artistic bokeh. A bright red neon light from a building sign in the distance dominates the upper
frame, reflecting off the raindrops and providing
a striking color contrast to the warmth of the
streetlights. The air feels humid and cool.
Shot with a professional setup: A full-frame
mirrorless camera like a Sony Alpha a7R IV or
Canon EOS R5, paired with a fast prime lens (e.g.,
Sigma 85mm f/1.4 Art or Sony FE 50mm f/1.2 GM)
to achieve an extremely shallow depth of field
and luxurious bokeh. The focus is razor-sharp
precisely on the subject's eyes. A subtle film
grain and rich, cinematic color grading with
contrasting cool and warm tones. High resolution,
hyper-detailed, visible textures.--ar 3:4",Umum,Positif
@andrekoto0948,2025-09-21T05:49:25Z,"Bagi fans aphone mania, upgrade dikit itu sesuatu yang wah walaupun hargannya gak ngotak,  itu sih masalah selera dan prestise berkelas",Harga,Netral
@knsohe,2025-09-21T05:42:01Z,unboxing iphone berkedok poco😹 setahun nge design jadi bitu🗿,Umum,Netral
@AlexAlafif,2025-09-21T05:34:28Z,Hp warna orange n casing warna hijau asli jelek parah 😅,Desain,Negatif
@faridjoel9564,2025-09-21T05:26:55Z,Beneran gampang lecet gk oom yg warna selain silver?,Desain,Netral
@samuelsanpakpahan6078,2025-09-21T05:18:35Z,"Coba lepas tutup camera iPhone 17 pro nya pasti sama seperti iPhone 15 juga camera iPhone 17 pro pakai camera Samsung dan lebih baik android lebih asyik,gampang,harga nya terjangkau juga Hp Vertu Hp termahal di dunia pakai Android",Harga,Negatif
@ekoyunianto7051,2025-09-21T05:00:48Z,"aneh banget model dan warnanya , mirip POCO wkwkwkwk",Desain,Netral
@ivanichtanuel1681,2025-09-21T04:42:04Z,"dear itech life, lo kan bro dekat dengan orang orang apple, please dech product apple itu tidak lebih dari pembodohan technologi, lo beli produk mahal tapi banyak yang tidak bisa di pergunakan, buat apa coba? gwe senang inofasinya waktu steve jobs gwe juga ngerti tim cook bukan steve jobs tapi seharusnya bisa bikin yang terbaik, kumpulin orang orang terdekatnya steve jobs dan dari situ pasti akan di temukan barang yang terbaik. salah satu gwe bilang iphone lebih dari scammer adalah iwalet buat apa ada tapi gak bisa berguna di indonesia dan banyak di negara lain ini yang bisa pakai cuma negara negara yang ada apple store  bukan indonesia, buat apa bisa cashless tapi harus apple cash jadi canggihnya apa coba boleh berbeda tapi harus juga pikirkan negara lain, siri, ai masa kalah sama gemini, apple map apa lagi, terus bisa telp ke satelite seharusnya bisa sih itu tinggal masalah kebijakan, buat saya steve jobs masih yang terbaik. dan waktu iphone 17 di luncurkan buat saya sih biasa aja beli tapi tidak ada something new buat apa, iphone 17 promax terbuat dari aluminium dan banyak yang penyok itu gimana coba? gw masih senang dengan yang sebelumnya. gwe sudah punya duit tapi bisa di alokasikan setelah ada inovasi baru di iphone iphone 20, atau iphone 25  dan itu pun kalau semua perangkatnya bisa di pergunakan kalau nga ya sudah nga usah beli. toh sekarang sudah banyak tuh para pencita iphone pindah ke huawei dan huawei saya melihat lebih banyak orang ketoko tersebut tanpa ada pemberitaan banyak ketoko tersebut ketoko samsung dan brand lain . kalau saya bilang ini ada era apple the fallen sih. jadi ibarat anda punya uang banyak bisa rolls roys, terus datang ke indo tapi banyak yang nga bisa di pakai gimana tuh?",Harga,Negatif
@fliponfloor,2025-09-21T04:14:31Z,kirain hape poco tadi,Umum,Netral
@antonmadani8801,2025-09-21T04:08:43Z,"Waw,,lebih keren pakai case🤟🏼",Umum,Positif
@yusufmansurrugpul9353,2025-09-21T04:03:26Z,Anjas berasa liat xiaomi,Umum,Netral
@TheAlliPerdana,2025-09-21T03:25:19Z,Tanpa inovasi lagi 😂  rugi 1800 T 😅,Performa,Netral
@Dera31st,2025-09-21T03:23:58Z,"Yahhh masih gini gini aja iphone, gaada gebrakan yang bener bener luar biasa kek dulu, skrg malah kerasa kek apple ini cuma manfaatin loyalitas penggemarnya doang, tahun ke tahun pun desainnya cuma geser geserin kamera dikit, tambahin sesuatu dibelakangnya, tapi harganya ga sebanding sama upgrade yg diberikan😢",Harga,Netral
@AFE-eu7uz,2025-09-21T03:17:23Z,"Pada ngerasa waktu tes record video pake front facing camera, gambar ga smooth, macam 25 fps ngga....",Layar,Netral
@RIDWANAKBAR,2025-09-21T02:43:52Z,Jelek designnya. 😢,Umum,Negatif
@AGH1401,2025-09-21T02:08:48Z,Designernya kayak lagi keabisan ide. Ugly. The ugliest iPhone ever.,Performa,Netral
@anggadsaputra,2025-09-21T01:58:54Z,kok mirip pixel,Umum,Netral
@hackerbones7998,2025-09-21T01:55:56Z,Balik lagi model rounded. Bolak balek aja 🗿,Performa,Netral
@ErnaWati-gi2uf,2025-09-21T01:50:47Z,Poco Iphone 17 pro hh,Umum,Netral
@ida.darmayanti,2025-09-21T01:27:17Z,kombinasi antara P*CO dan Go*gle Pix*l 😂,Umum,Netral
@lordyui567,2025-09-21T01:14:58Z,"Sementara skip dulu, masih kurang  cocok  sama modelnya😂",Desain,Netral
@AsepSugiMukti,2025-09-21T00:14:52Z,mas mobi 1:27,Umum,Netral
@TeamMcVanOfficial,2025-09-21T00:14:44Z,"Minum inovasi emng lebih pro ke investor saat ini ,kecuali bagi diehard fans Apple sih tekcuali psti akan ttp pro hehehe yg udh ngga ngikutin ilang",Umum,Netral
@dedisetiadi6999,2025-09-20T23:15:19Z,Poco M3 skin Legend 😅,Umum,Netral
@EkoHernanda-c4c,2025-09-20T23:13:30Z,Gak ada inovasi,Umum,Netral
@gezodkentir9619,2025-09-20T23:03:18Z,Malah jelek modelnya cuma geser blitz doang😂,Desain,Negatif
@niaseptianierlina,2025-09-20T22:45:40Z,Si anak apple ini channel. Sampah,Umum,Netral
@muhammadilhamgemaramadhan3024,2025-09-20T22:18:44Z,Fanboy iphone sih sejelek apapun inovasi jya tetep di bilang bagus🤣🤣🤣,Umum,Positif
